¿Cuantas casillas tiene un tablero de ajedrez?;56;64;46;68;B;Albert;1
Si tienes que ir a un super en Cambrils y llega el momento de pagar, ¿Que haces?;Saludo al cajero y le doy las gracias al pagar;Tiro el dinero como un mafioso en la cinta y no miro al cajero porque soy el fucking jefe de Cambrils, subordinado del Capitan Pichurra;A ver estudiao;Nada, dejo las cosas;B;Ivan;2
¿Cuantas veces muere Krilin en total?(incluyendo OVAS);3;6;4;5;D;Albert;3
¿Quien de los siguientes streamers/youtubers se cago dentro de un coche en San Juan?;Knekro;Alexby;IlloJuan;BaityBait;D;Haru;2
¿Que le pasó a David en un carnaval en Marina?;Se cargó una bombilla;Se sentía mal y se sentó al borde del andén del metro;Esnifó sal;Tiró los dos cubatas de unos guiris y todo Open le aplaudio;B;Chloe;2
¿A quién insultó Amanda jugando al Mario Kart?;Albert;Chloe;Victor;Oscar;A;David T.;2
En el universo de One Piece, ¿Quien posee la Sube Sube no mi?;Alvida;Mr2 Bonclay;Buggy el payaso;Jesús Burgess;A;Albert;2
¿En qué año se produjo la Revolución Francesa?;1689;1789;1889;1989;B;Concursillo;2
¿En qué país se encuentra la famosa estatua Cristo Redentor?;Argentina;Venezuela;Brasil;Colombia;C;Concursillo;2
¿Qué sistema planetario es el más cercano a nuestro sistema solar?;Kepler-438;Tesla 2000;TRAPPIST-1;Alfa Centauri;D;Concursillo;2
¿En qué año se emitió el primer episodio de la serie de televisión "Los Simpson"?;1987;1989;1997;1993;B;Concursillo;2
¿Que número de participación tiene Gon en las pruebas para convertirse en Hunter?;65;322;183;405;D;Chloe;2
¿Cuál es la única letra que no aparece en el nombre de ningún estado de los Estados Unidos?;Q;Z;X;J;A;Concursillo;3
¿Cuál es la raíz cuadrada de 144?;14;13;12;11;C;David T.;1
¿En qué año fue lanzado el primer juego de la saga "Kingdom Hearts"?;2002;2003;2001;2000;A;David T.;2
¿A qué dios reza Ussop en el doblaje castellano de One Piece?;Enel;Budha;Alá;A ninguno, es un valiente guerrero del mar;C;Juanlu;2
¿En que año fue uno más uno?;Dos;Uno;No existe tal año;El fantástico Ralph;D;Juanlu;1
¿Cuánto puede cagar un ser humano en toda su vida?;1 tonelada;500 Kg;250 Kg;4 toneladas;D;Erik;3
¿Cuál es el símbolo elemental del potasio?;K;Po;Pt;M;A;David T.;1
¿Cuantos vasos de agua por cantidad de arroz hay que echar?;2 vasos de agua por cada de arroz;3 vasos de agua por cada de arroz ;1 de agua por cada de arroz ;¿Agua? El arroz a palo seco;A;Chloe;2
¿De que país es típico el plato de comida llamado "Baleada"?;Honduras;Guatemala;Perú;México;A;David T.;3
¿Quién pinto la obra "La última cena"?;Miguel Ángel;Van Gogh;Michelozzo;Leonardo da Vinci;D;David T.;1
¿Quién fue el tercero del mundo de Pokémon?;El Turre ;KNekro ;Folagor;MC.Jona baby;B;Chloe;1
¿Cuál es el animal más grande actualmente en la Tierra?;Orca;Elefante;Ballena azul;Jirafa;C;David T.;1
¿Qué franquicia de videojuegos fue creada por el desarrollador japonés Hironobu Sakaguchi?;The Legend of Zelda;Final Fantasy;Grand Theft Auto;Sonic the Hedgehog;B;Concursillo;2
En números romanos, ¿a qué equivale XL?;90;40;15;60;B;David T.;1
¿En qué año debutó Leo Messi en el Barcelona?;2004;2006;2005;2002;A;Concursillo;2
¿Cuál de las banderas de los siguientes países NO tiene el color verde?;Nigeria;San Vicente y las Granadinas;Filipinas;India;C;Concursillo;3
¿Cuál de estas citas pertenece a la película "El Padrino"?;"Yo soy tu padre";"Voy a hacerle una oferta que no podrá rechazar";"Me encanta el olor a napalm por la mañana";"Elemental, mi querido Watson";B;Concursillo;1
¿Qué criatura mitológica tiene cara de mujer y cuerpo de buitre?;Ninfa;Lilith;Harpía;Sirena;C;Concursillo;1
Según la mitología griega, ¿Qué diosa surgió de dentro de la cabeza de Zeus?;Afrodita;Hera;Atenea;Artemisa;C;David T.;2
Según la mitología griega, ¿Qué era Medusa antes de ser transformada en ese monstruo?;Siempre fue Medusa;La segunda mujer de Zeus;La reina de Creta;La sacerdotisa de Atenea;D;David T.;3
Según la mitología griega, ¿Cuántos deseos concedió Zeus a Artemisa?;7;8;9;10;C;David T.;2
¿Cuál fue el segundo disco del dúo musical Estopa?;Estopa;¿La calle es tuya?;Estopa 2.0;Destrangis;D;David T.;2
Según la mitología griega, ¿Qué 3 diosas compitieron por el premio a la más guapa?;Hera, Atenea y Hestia;Afrodita, Atenea y Hestia;Afrodita, Hera y Hestia;Afrodita, Hera y Atenea;D;David T.;2
Según la mitología nórdica, ¿Que hizo Odín para ver las runas?;Se arrancó un ojo;Bebió una hidromiel;Se atravesó con su lanza y ahorcó;Bebió del pozo de Mimir;C;David T.;2
Según la mitología nórdica, ¿De dónde surgió el caballo de Odín, Sleipnir?;Fue el regalo de un gigante;Fue parido por Loki;Lo consiguió tras aprender las runas;Es un caballo normal que nació en Asgard;B;David T.;1
¿Quién es el autor de Pinocho?;Carlo Collodi;Walt Disney;Leonardo Da Vinci;Miguel Ángel;A;David T.;3
¿En que obra de Shakespeare esta inspirado el Rey Leon de Disney?;El Rey Lear;Romeo y Julieta;Macbeth;Hamlet;D;David T.;1
¿De qué estilo artístico es el cuadro "El juicio final" de Hans Memling?;Rococó ;Gótico ;Renacentista ;Cubista;B;Chloe;3
¿Cuantos hijos tiene Heihachi Mishima(saga Tekken) alrededor del mundo?;Entre 3 y 5 ;Entre 10 y 13;Entre 18 y 20;Entre 20 y 25;C;Chloe;2
¿En que año fallecio Freddie Mercury;1990;1991;1989;1988;B;Pili;2
¿Con que palabra se reía Juanlu con tan solo pronunciarla en Cambrils?;Tita;Tetungas;Mamelungas;Prepucio;A;Chloe;1
¿Cuál es la página web más traducida del mundo?;jw.org (Testigos de Jehova);Wikipedia;Google;Facebook;A;Concursillo;2
¿Cual es el planeta mas proximo al Sol en nuestro sistema solar?;Neptuno;Pluton;Mercurio;Saturno;C;Pili;2
¿Cuantos Pokemon tiene Ash en toda la serie? ;89;59;39;19;C;Oscar;3
¿Cuál es la parte divertida de Ted 2 según Víctor? ;Algo de jurasic park y una pipa de fumar;50 chistes de tetas, culos o pedos;El oso despeluchao;Nunca lo acabó de contar;A;Chloe;2
¿Cual es el metal mas caro del mundo?;Mercurio;Plomo;Cobre;Rodio;D;Pili;2
¿Cuál de los siguientes temas no es de la banda Gorillaz?;El mañana;Complicated;Clint Eastwood ;Dirty Harry;B;Chloe;2
¿Cuantos corazones tiene un pulpo?;3;8;1;4;A;Pili;1
¿Cómo se llamaba el coche de David Hasslehoff en la serie "El coche fantástico"?;KITT;JARVIS;MORN;HAL;A;Concursillo;1
¿Cuál fue el primer personaje de dibujos animados creados por Walt Disney en 1927?;Goofy;Pluto;Conejo Oswald;Mickey Mouse;C;Concursillo;3
¿Qué estudia la fitopatología?;Enfermedades de las plantas;Los nervios;Enfermedades de los peces;Los insectos;A;Concursillo;2
¿Qué actor en común comparten las películas "300" y "James Bond: El mañana nunca muere"?;Jim Carrey;Gerard Butler;Hugh Jackman;Robert Redford;B;Concursillo;2
¿En qué serie de libros aparece el personaje "Severus Snape"?;Crepúsculo;Percy Jackson;Harry Potter;Viajes extraordinarios;C;Concursillo;1
¿Que actor no aparece en la pelicula "Entrevista con el Vampiro"?;Antonio Banderas;George Clooney;Brad Pitt;Tom Cruise;B;Pili;2
Según la mitología nórdica, ¿Quien mató a Baldur?;Hodr;Hermodr;Loki;Odin;A;Oscar;3
¿Cuál de estos es un equipo de baloncesto con sede en Detroit?;Detroit Dolphins;Detroit Nuggets;Detroit Pistons;Detroit Real;C;Concursillo;2
¿Quién ganó el mundial de Formula 1 en el año 2007?;Lewis Hamilton;Kimi Räikkönen;Fernando Alonso;Sebastian Vettel;B;Concursillo;2
¿Cuál de estos títulos no es parte de la saga de videjuegos "The Elder Scrolls"?;Skyrim;Oblivion;Skingrad;Morrowind;C;Concursillo;2
¿En qué ciudad se encuentra el Taj Mahal?;Bombay;Calcuta;Chennai;Agra;D;Concursillo;3
¿Cuántos segundos tiene 1 hora?;4600;2600;6060;3600;D;Concursillo;1
¿Cual es el rio mas largo de España?;Ebro;Miño;Guadiana;Tajo;D;Pili;2
¿Cuál es el único mamífero que pone huevos?;Ornitorrinco;Murciélago;Serpiente;Armadillo;A;Concursillo;1
¿De que raza es Yitan del videjuego "Final Fantasy IX"?;Humano;Ronso;Genomido;Burmeciano;C;Albert;2
¿Cuantos dientes tiene un adulto humano?;32;24;36;28;A;Pili;2
¿A quien de la familia le dijo una bascula "fuera de rango"?;Dolores;Ana;Inma;Pili;D;Pili;2
¿Cual es el órgano mas pesado del cuerpo humano?;Cerebro;Pulmon;Higado;Corazon;C;Pili;2
¿Cuál de estas series tiene mejor calificación en el IMDb?;Game Of Thrones;Rick and Morty;Breaking Bad;The Last of Us;C;Concursillo;2
En el Antiguo Egipto, cuando un gato moría, ¿Qué hacían los habitantes de la casa en señal de luto?;Cantaban canciones tradicionales;Se vestían de verde y naranja;Se afeitaban las cejas;No dormían durante varios días;C;Concursillo;3
¿Quién es el creador de la serie de televisión "Padre de Familia"?;Seth Macfarlane;Matt Groening;Trey Parker;Matt Stone;A;David T.;1
¿Sobre qué camina un funambulista?;Cristales rotos;Pelotas de goma;Pinchos;Cuerda;D;Concursillo;1
¿Qué grupo musical o cantante es el que mas ha ventas ha tenido?;Michael Jackson;Queen;The Beatles;Elvis Presley;C;Concursillo;3
¿Cual es el código Konami?;⬆️⬆️⬇️⬇️⬅️➡️⬅️➡️B A START;⬆️⬇️⬅️➡️B A START ;⬇️⬇️⬆️⬆️➡️⬅️➡️⬅️ A B START ;➡️⬆️⬇️⬅️⬅️➡️⬆️⬇️ B A START ;A;Chloe;1
En el universo de Naruto, ¿A que Bijuu pertenece el nombre Kokuō?;5 colas ;3 colas;8 colas;2 colas;A;Oscar;3
¿Cual es la moneda de Haiti?;Dolar ;Gourde;Dinar;Peso haitano;B;Pili;2
¿Cual fue la primera película de Disney?;Bambi;Los Aristogatos;Blancanieves y los siete enanitos;La Dama y el Vagabundo;C;La tata Lola;2
¿Cual es el disco mas vendido de la historia?;Back in Black - AC/DC;The Dark Side of the Moon - Pink Floyd;Thriller - Michael Jackson;The Bodyguard - Whitney Houston;C;Inma;3
¿En que año salió el primer destripando la historia? ;2017;2010;2015;2013;A;oscar;3
¿Cual fue el primer destripando la historia que subieron a Youtube?;El origen de san Valentín ;La bella y la bestia;La cenicienta ;La sirenita ;A;oscar;2
¿Cual es el producto más vendido en el mundo?;Pan;Coca-Cola;Chocolate ;iPhone ;B;La tata Lola;3
¿Cual era la palabra mas famosa de la yaya Maruja?;Jope;Jolin;Puñeta;Corcholis;C;Inma;2
¿Cuantos DLH han sacado hasta el día de hoy?;55;60;38;29;A;Oscar;3
¿Cuanto duró la guerra de los 100 años?;100;106;116;101;C;Inma;3
¿De que color son las cajas negras de los aviones?;Negras;Amarillas ;Blancas;Naranjas;D;Yo otra vez;2
¿En que año se hundió el Titanic? ;1918;1915;1913;1912;D;Aina;3
¿Cual es la pareja actual de Kiko Matamoros?;Marta Riesco;Marta Lopez;Marta peñate;Makoke;B;Inma;3
¿Quien presenta actualmente Pasapalabra? ;Christian Gálvez;Paz Padilla;Roberto Leal;Silvia Jato;C;Aina;1
¿Que animal mata más personas al año? ;Mosquito;Araña;Serpiente;Cocodrilo;A;Aina;3
¿Que personaje tiene pérdidas de memoria en una película Disney?;Marlin;Nemo;Dory;Simba;C;Inma;1
¿Cual es el título de la serie que veía la yaya Maruja? ;Amar es para siempre;Puente Viejo;Cuentame como pasó;Los misterios del aura;B;Aina;2
¿Quien es la protagonista de la pelicula Soldados de Salamina?;Loles Leon;Ana Belen;Victoria Abril ;Ariadna Gil;D;Pili;3
¿Cual es el actor favorito de Pili?;George Cloney;Kewin Coster;Jose Sacristan;Jose Coronado;B;Pili;1
¿De que se disfraza el personaje de Chandler un Halloween en la serie Friends?;Conejo rosa;Armadillo;Batman;Superman;A;Pili;2
¿Donde fue Pili nada mas sacarse el carnet de conducir?;Zaragoza;Teruel;Huesca;Logroño;B;Pili;2
¿Quién estrelló la Vespa de David Tomás contra la pared en Paseo Urrutia? ;David Tomás Borracho;Javier Roldán Borracho;Alejandro Parra Sereno;Ramón Tomás Borracho;C;Tete Javi;2
¿De que color era la maleta en la que David Tomás Jr. Transportaba sus muñecos cuando iba de visita?;Amarillo ;Rojo;Negro;Ninguna de las anteriores ;B;Tete Javi;2
¿Cual fue la primera linea de ferrocarril que se construyó en territorio Español ?;Pajares;Mataró ;La Habana ;Chamberí ;C;Tete Javi;3
¿En cuantos categorías separa Monica Geller las toallas en la serie Friends?;13;11;5;2;B;David T.;3
Continua la canción: Badger, Badger, Badger, Badger...;"Narwhals, Narwhals";"Hot Tomato, Hot Homato";My Horse It's Amazing;"Mushroom, Mushroom ";D;Albert;1
¿Como se llama el presentador del programa "Joc de Cartes" de TV3?;Marc Rivera;Marc Ribas;Marcos Luna;Mariano Montesinos;B;Pili;2
¿Qué es el ébano?;Un mineral;Una madera;Un animal;Una tela;B;Concursillo;2
¿En que año se emitió el primer episodio del programa español "Grand Prix"?;1992;1995;1997;2000;B;Concursillo;2
¿Cuál es el nombre completo del futbolista "Cristiano Ronaldo"?;Cristiano Ronaldo los Santos Diego;Cristiano Armando Diego Ronaldo;Cristiano Ronaldo dos Santos Aveiro;Cristiano Luis Armando Ronaldo;C;Concursillo;3
¿Cómo se llama la radiación emitida por los agujeros negros?;Radiación Gamma;Radiación Nuclear;Radiación Electromagnética;Radiación Hawking;D;Concursillo;2
¿Cuál es la consola de videojuegos más vendida de la historia?;Nintendo DS;Nintendo Switch;Playstation 2;Xbox;C;Concursillo;3
¿Cuál es el mayor espacio protegido de España?;Parque natural del Cabo de Gata-Níjar;Parque nacional y natural de Doñana;Parque natural de la Sierra de Grazalema;"Parque natural de las Sierras de Cazorla, Segura y Las Villas";D;Concursillo;3
¿Cuál es el nombre del protagonista de la saga de videojuegos "Uncharted";Víctor;Sam;Alfonso;Nathan;D;Concursillo;1
¿Con qué deporte se asocia a Muhammad Ali?;Rugby;Baloncesto;Boxeo;Fútbol;C;Concursillo;1
¿Cuál es la rama de la zoologia que se encarga del estudio de los insectos?;Entomología;Etología;Herpetología;Ictiología;A;Concursillo;2
¿En la serie "Los Simpsons", qué personaje disparó al Sr. Burns?;Maggie Simpson;Waylon Smithers;Bart Simpson;Moe Szyslak;A;Concursillo;1
En la triología original de la saga cinematográfica Star Wars, ¿cómo se llama la superarma del Imperio que destruye planteas?";Destructor Estelar;Sable láser;Starkiller;Estrella de la Muerte;D;Concursillo;1
¿Cual de las siguientes marcas de vehículos NO pertence al Grupo Volkswagen?;Audi;BMW;Cupra;Skoda;B;Concursillo;2
¿Qué compuesto químico causa dolor en los músculos después del ejercicio?;Ácido láctico;Ácido aménico;Ácido básico;Ácido péctico;A;Concursillo;2
¿Qué actor ha participado tanto en la saga Star Wars como El señor de los anillos?;Cristopher Lee;Ian McKellen;Liam Neeson;Bruce Willis;A;David T.;2
¿Cuál es el nombre del sistema operativo utilizado en dispositivos iPhone y iPad?;Android;Apple;iOS;MacOS;C;Concursillo;2
¿Cuál es el tercer manga mas vendido de la historia?;One Piece;Dragon Ball;Detective Conan;Naruto;C;David T.;3
¿Quién es el autor de la frase "Pienso, luego existo"?;Platón;Sócrates;Galileo Galilei;Descartes;D;Concursillo;1
¿Cómo se llamaba el mono de Ross en la serie "Friends"?;Marcel;Harambe;Jules;Steve;A;Concursillo;2
¿Cuántos idiomas existen aproximadamente en el planeta Tierra?;1700;2300;6400;7100;D;Concursillo;3
¿Qué streamer español fue el primero en llegar a 1000 suscriptores en Twitch?;Knekro;Alexelcapo;El Xokas;Ibai;B;Concursillo;3
¿Cuál de los siguientes actores NO ha aparecido en la serie Friends?;Robin Williams;Tom Hanks;Charlton Heston;Hugh Laurie;B;David T.;2
¿Cuál de estos actores no tiene ningún Oscar?;Leonardo DiCaprio;Brendan Fraser;Brad Pitt;Johnny Depp;D;Concursillo;2
¿Cuál fue la segunda película de animación creada por Pixar?;Toy Story 2;Bichos;Monstruos S.A.;Buscando a Nemo;B;Concursillo;2
¿Cuántos campeonatos de la NBA ganó el jugador de baloncesto Michael Jordan?;2;4;6;8;C;Concursillo;3
¿Qué nombre reciben los animales que sólo comen plantas?;Vegívoro;Vegetariano;Plantívoro;Herbívoro;D;Concursillo;1
¿Cómo se llaman los padres del personaje Batman en el universo DC?;Thomas y Martha;Todd y Mira;Jason y Sarah;Joey y Jackie;A;Concursillo;1
¿Quien fue el portero de fútbol de Malta que encajó 12 goles?;Rambo;Bonello;Courtais;Lunin;B;David Padre;2
¿Cuál de los siguientes no es un lenguaje de programación?;JavaScript;C++;Python;JSON;D;Concursillo;2
¿Quien es la ex de Rauw Alejandro?;Karol G;Becky G;Rosalia;Maria Becerra;C;Anna;1
¿Quien se dijo que era el tercero mas malo del grupo ;Oscar;Chloe;Victor;Luis;C;Oscar;2
¿Por que coche cambió Gerard Piqué su ferrari?;Volvo;Twingo;Fiat;Clio;B;Anna;1
¿De donde saca sus poderes el superhéroe Spiderman?;De un ser extraterrestre ;De una radiación gamma ;De un experimento con vibranium;De una picadura de una araña ;D;Chloe;1
¿Que skin de personaje no está presente en el videojuego "Fortnite"?;Toretto;The rock;Goku;Terminator;A;Haru;2
¿Que anime tiene mas relleno?;Inuyasha ;Bleach ;Naruto ;Saint Seiya ;B;Oscar;2
Segun el Victor, ¿Quien es el Jefe de los Hombres de Negro en la serie "Detective Conan"?;Kogoro;Takagi;Mitshuhiko;Dr. Agasa;C;Oscar ;1
¿Cual de estas peliculas no es de Barbie?;Barbie La princesa y la costurera;Barbie y el lago de los cisnes;Barbie y el cascanueces;Barbie y el reino de los unicornios;D;Anna;3
¿Cuantos maestros ha tenido el gremio Fairy Tail?;5;8;6;3;B;Oscar;2
¿En que lugar se grabadon escenas de la serie "Juego de Tronos"?;Girona;Olot;Vic;La Garriga;A;Anna;3
¿Cuál de las siguientes películas no es sobre boxeo? ;The Fighter;Rocky 4;Acero puro;First of Fury;D;Haru;2
¿Cuál de estos juegos de la saga "Monster Hunter" no llegó a España?;Monster Hunter Freedom;Monster Hunter Stories;Monster Hunter Portable3;Monster Hunter Tri;C;Haru;3
¿Cual es el nombre que tiene la canción que es utilzada en el opening numero 4 de Naruto?;Go;Yura Yura;Distance;Blue bird;A;Oscar;3
¿En cual de estas películas no aparece el actor Clint Eastwood?;Gran Torino ;Por un puñado de dólares ;Rio lobo;Infierno de cobardes ;C;Haru;2
¿Cual fue la cancion española mas escuchada en los años 90?;Como Camaron ;Tu calorro;So payaso ;Corazon partido;A;Oscar;3
¿Como se llama la protagonista del próximo juego de la saga GTA? ;Maria;Laura;Olga;Lucia;D;Haru;1
¿Cual es el canal con mas suscriptores en la plataforma "Youtube"?;T-Series;MrBeast;Rubius;PewDiePie;A;Oscar;3
¿Que jugador obstenta el record de mayor número de puntos anotados en la historia de la NBA?;Pau Gasol ;Michael jordan;Mathew Dellavedoba;LeBron James ;D;Haru;3
¿Cual de estas series se empezó a emitir antes?;Malcolm in the Middle;Dragon Ball ;Los Simpson;El príncipe de Bel-Air;B;Oscar;2
¿Que videojuego se llevo el premio a "Game of the Year" en el año 2016?;Doom (Versión de 2016);Titanfall 2;Uncharted 4;Overwach ;D;Haru;2
¿Cual es el dia de nacimiento de Ramón García, presentador del Grand Prix?;12 de septiembre;4 de mayo;22 de julio;28 de noviembre;D;Haru;3
¿Cual de estos personajes es descendiente de alienígenas en la serie "Dragon ball"?;Krillin;Yamcha;Ten Shin Han;Bulma;C;Oscar;1
¿En cual de las siguientes películas no participa el actor "Leonardo di Caprio"?;Titanic;Atrapame si puedes;Infiltrados;Seven;D;Haru;1
¿Cuantos dálmatas nacen al principio de la pelicula de Disney "101 dalmatas"?;13;14;15;16;C;Haru;3
¿Cuál de las siguientes armas no existe en ningún medio de la saga "Monster hunter"?;Guantes de boxeo;Látigo ;Tonfas;Pua imán ;A;Haru;3
¿Cuál es el Monster Hunter con más contenido?;Monster Hunter Generations Ultimate;Monster Hunter Freedom Unite;Monster Hunter 4 Ultimate;Monster Hunter 3 Ultimate;B;Haru;3
¿Quien nunca es puntual cuando quedamos?;Oscar;Victor;Dama;Ivan ;D;Oscar;1
¿Cuál fue el anime más visto en 2023?;Shingeki;Spy x Family ;Oshi no ko;Tokyo Revengers;A;Haru;2
¿Como se llama el nuevo protagonista introducido en la pelicula "Digimon 02 The Beginning"?;Lucas;Shinya;Ishiki;Lui;D;Haru;1
¿Cual de las siguientes razas de perros es mas grande?;Pastor Aleman ;Dogo Argentino;Gran Danes;Bull Terry ;C;oscar;3
¿Cual de los siguientes alimentos es peligroso que ingiera un perro?;Uva ;Pollo;Arroz;Pasta;A;oscar;3
¿Cual de las siguientes películas ha sido más taquillera?;Fast X;Spiderman across The spiderverse;Openhaimer;Super Mario Bros.: la película;D;Haru;2
¿Que libro le prestó el Iván al Víctor hace más de 10 años y aún no se a leído?;Guerra y Paz;Asesinato en el Orient Express;El camino de los reyes;Los diez negritos;D;Haru;1
¿Cual es el resultado de la operación 2+2x2+2-2-2?;2;3;4;6;C;oscar;1
¿Cuál de los siguientes nombres no le han llamado nunca a Luffy, protagonista de "One Piece"?;Lucy;Mugiwara-boy;Luffin;Luffy-dono;C;Haru;1
¿En qué número de película de la saga Fast & Furious aparece por primera vez el actor The Rock?;2;6;4;5;D;Haru;2
¿Cuál es el verdadero nombre de Mr.3 en la serie "One Piece"?;Gastino;Galdino;Bentham;Gem;B;David T.;3
¿Cual es la frase estrella de Amanda para echar a la gente?;No cabemos ya;Vamos a poner los colchones;Nos queremos ir a dormir;Os podeis ir ya;B;David T.;1
¿Qué le debe aun a día de hoy Víctor a Chloe?;Unos canelones;Una lasaña;20 euros;Unos cromos;A;David T.;1
En la saga "Star Wars", ¿A partir de que cazarrecompensas fueron creados los clones?;Boba Fett;Jango Fett;Lando Calrissian;Cad Bane;B;Chloe;2
¿A quien trae loca el David Jr?;La socorrista del Prat;La doctora del Prat;La enfermera del Prat;La policía del Prat;A;David T.;1
¿Cuál es el video mas visto en la plataforma Youtube?;Despacito;Baby Shark;Uptown Funk;All I Want For Christmas Is You;B;David T.;3
